Common Name,Faculty,Number,Course Title,Schedule,Lecture Hours,Lab Hours,Weight,Description,Prerequisites,Corequisites,Restrictions,Equates,Departments,Offerings,External Course Codes

GEOG*2110,GEOG,2110,Climate and the Biophysical Environment,W,3,1,0.50,"The interrelationships between the atmosphere, lithosphere, hydrosphere, and biosphere to produce distinct physical landscapes (climates, soils, vegetation). Emphasis on the role of climate and the flows of energy, water, and biogeochemicals. ",GEOG*1300 or GEOG*1350,,,,"Department of Geography, Environment and",,

GEOG*2210,GEOG,2210,Environment and Resources,W,3,0,0.50,"This course examines the interrelationships between people and biophysical processes. The main themes are: 1) characteristics of natural resources and processes through which they are developed and used and 2) human response to environmental conditions, including natural hazards and global change. Contemporary Canadian case studies will be presented at the regional and national scales. ",GEOG*1220 is recommended,,,,"Department of Geography, Environment and",Also offered through Distance Education format.,

GEOG*2230,GEOG,2230,Commodity Chains and Cultures of Consumption,F,3,0,0.50,"An introduction to the spatial distribution of economic activity. The course examines patterns, processes and problems in extractive activities, manufacturing, marketing and the service sector, including the transportation of commodities and people. The principles of economic location are applied to regional economic analysis and development. ",GEOG*1200 or GEOG*1220,,,,"Department of Geography, Environment and",,

GEOG*2260,GEOG,2260,Applied Human Geography,W,3,2,0.50,"This course introduces students to the geographical research process, guiding them through key methodological issues and techniques in human geography. The lab component of the course focuses on data collection using secondary documents, surveys, interviews, and participant observation, as well as both quantitative and qualitative analysis techniques. Lab assignments and class illustrations draw on a range of topics in human geography. ",GEOG*1200 or (ANTH*1150 and GEOG*1220),,,,"Department of Geography, Environment and",,

GEOG*2420,GEOG,2420,The Earth From Space,F,3,2,0.50,"This course provides an introduction to the principles and techniques of air photo and satellite image interpretation. Topics include stereoscopic viewing, parallax, flightline planning, and mapping from air photos. Lab exercises focus on specific applications in natural habitats and in rural and urban settings. ",0.50 credits in geography and/or earth science,,,,"Department of Geography, Environment and",,

GEOG*2460,GEOG,2460,Analysis in Geography,F,3,2,0.50,The application of modern techniques to geographic study. The interpretation of geographic phenomena by objective methods. Major honours students in Geography must complete this course by the end of semester 4. ,0.50 credits at the 1000 level in Geography,,,,"Department of Geography, Environment and",,

GEOG*2480,GEOG,2480,Mapping and GIS,"F,W",3,2,0.50,"An introduction to the theory and techniques of manipulating and displaying spatial data in a GIS (Geographic Information System). Mapping concepts such as scale, co-ordinate systems, map projections, symbolization and vector data encoding are introduced. Major honours students in Geography must complete this course by the end of semester 4. ",5.00 credits,,,,"Department of Geography, Environment and",,

GEOG*2510,GEOG,2510,Canada: A Regional Synthesis,W,3,0,0.50,"This course is designed to provide a better understanding of the nature and basis of Canadian regionalism. The first section of the course stresses the biophysical base and the inequality of the natural resource endowment. The historical geographic approach and the systematic overviews of contemporary Canada stress respectively the development and nature of the Canadian space-economy. The final section on regions, regionalism and nationalism provides an overview of the heartland-hinterland dichotomy and centrifugal and centripetal forces operative in the nation. ",,,,,"Department of Geography, Environment and",,

GEOG*3000,GEOG,3000,Fluvial Processes,F,3,2,0.50,This course examines processes and landforms associated with rivers. Particular emphasis is placed on the interaction between water and sediment movement and channel morphology. Case studies of human impact on river systems are presented. ,"GEOG*2000, (GEOG*2460 or STAT*2040)",,,,"Department of Geography, Environment and",,

GEOG*3020,GEOG,3020,Global Environmental Change,"S,F",3,1,0.50,"Major global environmental issues examined include climate change, deforestation, desertification and global fisheries. This course is interdisciplinary, exploring the interactions of bio-physical processes with human socio-economic dynamics, including policy initiatives. Particular attention is given to global climate change, its causes, its nature and extent, its implications for ecosystems and societies, and its governance implications. ",7.50 credits,,,,"Department of Geography, Environment and",Also offered through Distance Education format.,

GEOG*3050,GEOG,3050,Development and the City,W,3,0,0.50,"This course examines different theoretical and policy perspectives of urbanization and urban development, as well as social, economic and environmental living conditions in cities of the global ""south"". It refers to concrete examples of cities in their national and international context, paying due attention to diversity and the fluidity of urban-rural boundaries. Specific urban development issues, including migration, housing, employment, health and environment are also addressed. ",GEOG*2030 or GEOG*2260,,,,"Department of Geography, Environment and",,

GEOG*3090,GEOG,3090,Gender and Environment,F,3,0,0.50,"This course introduces feminist scholarship and perspectives to explore men and women's experiences with both the natural and built environment. The course draws on case studies from developing and developed countries to demonstrate the importance of gender difference in understanding human interactions with the environment. Students will observe gendered use, access, knowledge, responsibility and control in rural and urban landscapes. ","7.50 credits, (GEOG*2210 and GEOG*2260 recommended)",,,,"Department of Geography, Environment and",,

GEOG*3110,GEOG,3110,Biotic and Natural Resources,F,2,2,0.50,"This course focuses on the ecological basis for resource management, evaluates a number of current ecological theories and addresses their implications for resource management. ","(GEOG*2460 or STAT*2040), (1 of BIOL*2060, BOT*2050, ENVB*2030, ENVS*2030, GEOG*2110)",,,,"Department of Geography, Environment and",,

GEOG*3210,GEOG,3210,Management of the Biophysical Environment,"S,F",3,0,0.50,"This course provides an examination of resource management, focusing on public and private decision-making processes and considers techniques for evaluating resources, including Environmental Impact Assessment (EIA) and risk analysis. Emphasis is on the economic, social and environmental implications of resource development and use. Contemporary Canadian case studies will be presented at appropriate scales. ",7.50 credits including GEOG*2210,,,,"Department of Geography, Environment and",Also offered through Distance Education format.,

GEOG*3320,GEOG,3320,Food Systems: Issues in Security and Sustainability,F,3,0,0.50,"Many argue that current food systems are unsustainable and will be unable to provide adequate and appropriate nutrition for the global society in the 21st century. This course will explore this issue by taking a global and historic perspective to understand the structure and functioning of agriculture and food systems. We will pay particular attention to the interaction of farms with social, economic, institutional and environmental forces that combine to shape patterns of agricultural activity. In particular, we will explore ways of assessing the extent to which different kinds of food systems are “sustainable” as well as assess how resilient and robust these food systems are to environmental problems (such as climate change) and economic upheaval. ",7.50 credits,,,,"Department of Geography, Environment and",,

GEOG*3420,GEOG,3420,Remote Sensing of the Environment,W,3,2,0.50,"This course explores the nature and acquisition of remotely sensed imagery, and provides students with the technical expertise required to process and interpret this type of digital data. The application of digital image processing techniques to analyzing geographic problems is stressed, and its integration in a Geographic Information Systems (GIS) environmental is demonstrated. ",10.00 credits including GEOG*2420,,,,"Department of Geography, Environment and",,

GEOG*3430,GEOG,3430,Geomatics for Environmental Analysis,F,3,2,0.50,"This course enables students to explore the theory and techniques of GIS and remote sensing in applications related to the study of environmental processes. Focus will be on geomorphometry, spatial hydrology and catchment process modelling. Students reflect on the impacts of uncertainty in source data and the role of digital elevation model data processing techniques in geomatics-based analysis. Students will be trained in application areas including catchment mapping, stream network analysis, soil moisture modelling, automated soils mapping techniques, among other applications.  ",GEOG*2420 or GEOG*2480,,,,"Department of Geography, Environment and",Offered in odd-numbered years.,

GEOG*3440,GEOG,3440,GIS for Decision-Making,F,3,2,0.50,"This course trains students to use geomatics techniques as part of a decision-making process, and to critically reflect on the relationship between geospatial analysis and policy decisions in government, community, and corporate settings. Topics may include: public and participatory GIS; webmapping and data visualization; database design; multi-criteria evaluation; scenario mapping. Students will gain familiarity with open and industry mapping software, apply these in practice to issues such as habitat conservation and sea level rise, and reflect on subjects such as uncertainty that challenge spatial data-driven decision-making. ",GEOG*2480,,,,"Department of Geography, Environment and",Offered in even-numbered years.,

GEOG*3480,GEOG,3480,GIS and Spatial Analysis,"F,W",3,2,0.50,"This course focuses on the use of raster and vector-based geographic information systems to analyze spatial data. Topics include map digitizing, data query and overlay, spatial interpolation, multi-criteria evaluation, least cost pathway determination and digital elevation models. This course requires some familiarity with numerical methods and computer operations. ","10.00 credits, including GEOG*2480",,,,"Department of Geography, Environment and",,

GEOG*3490,GEOG,3490,Tourism and Sustainability,"S,F,W",3,0,0.50,"An integrative perspective on tourism as a multi-scalar phenomenon, addressing diverse interactions between people and places. Emphasis is on the environmental, economic and cultural impacts of various types of tourism, and approaches to managing these impacts, drawing on geographical theories. ",7.50 credits,,,,"Department of Geography, Environment and",Also offered through Distance Education format.,

GEOG*3600,GEOG,3600,Geography of a Selected Region,U,3,0,0.50,"The study of an area which will include topics in physical, economic, social and historical aspects of geography.",7.50 credits,,,,"Department of Geography, Environment and",,

GEOG*3610,GEOG,3610,Environmental Hydrology,W,3,1,0.50,"An introductory course in hydrology, the study of water in the environment. Emphasis is placed on understanding and modeling the hydrologic cycle. Topics include hydrologic processes, water resources, and case studies of freshwater systems. ","7.50 credits, (GEOG*2460 or STAT*2040), (1 of GEOG*2000, GEOG*2110, or another 2000 level earth science or engineering science course is recommended)",,,,"Department of Geography, Environment and",,

GEOG*4110,GEOG,4110,Environmental Systems Analysis,F,3,6,1.00,"An integrated systems approach to solving issues of environmental evaluation, impact and development. Focus will be on the biophysical components of the environment. ",GEOG*3110 or GEOG*3610,,,,"Department of Geography, Environment and",,

GEOG*4150,GEOG,4150,Catchment Processes,W,3,2,0.50,"This course examines the basic properties and flow characteristics of fluids that control the entrainment and transport of sediment by air and water. Bedform development in fluvial, coastal and aeolian environments are also discussed in relation to fluid flow mechanics. Lectures are complemented by weekly labs using the wind tunnel, flume and wave tank. ",GEOG*3000,,,,"Department of Geography, Environment and",,

GEOG*4200,GEOG,4200,Social Life of Cities,F,3,0,0.50,"Many of the traditional features of cities are changing in light of powerful forces of globalization. The course examines spatial patterns and processes of economic restructuring, social dynamics and political change in Canadian and non-Canadian cities. Students discuss and interpret evolving urban forms from a geographical perspective. ","GEOG*2260, (GEOG*3050 recommended)",,GEOG*3400,,"Department of Geography, Environment and",,

GEOG*4210,GEOG,4210,Environmental Governance,F,3,1,0.50,"This course provides an opportunity for advanced studies in resource and environmental governance. A central aim is developing an understanding of principles, practices and emerging issues relating to environmental governance. ",GEOG*3210,,,,"Department of Geography, Environment and",,

GEOG*4220,GEOG,4220,Local Environmental Management,W,3,0,0.50,"This course explores local environmental management from two perspectives: state-driven (where local government agencies or forums created by governments are used) and non-state driven (where local actors come together in new governance arrangements to undertake environmental management). Through comparing and contrasting these broad perspectives in an experiential learning setting, the course builds understanding of a key trend in environmental governance. ",GEOG*3210,,,,"Department of Geography, Environment and",,

GEOG*4230,GEOG,4230,Environmental Impact Assessment,W,3,0,0.50,"This course examines environmental impact assessment (EIA) from philosophical, methodological and institutional perspectives. The evolution of EIA in Canada will be the focus. Case studies illustrating major issues and applications will be presented at a variety of geographical scales. The preparation and presentation of a research project is an integral component. ",GEOG*3210,,,ENVS*4220,"Department of Geography, Environment and",,

GEOG*4390,GEOG,4390,Seminar in Rural Geography,W,3,0,0.50,"This course surveys themes and issues in contemporary rural geography. Specific attention is given to the processes of restructuring and change in rural systems in Canada and other developed economies. Themes include transformations in the use of rural land, the new rural economy, restructuring in service delivery, and the sustainability of rural communities and systems. ","GEOG*2260, GEOG*3320",,,,"Department of Geography, Environment and",,

GEOG*4480,GEOG,4480,Applied Geomatics,W,3,6,1.00,This course adopts a project-oriented approach to the application of Geographic Information Systems (GIS) and remote sensing in spatial analysis. Students will have the opportunity to design and implement a research project using geomatics techniques to investigate a problem in any area of Geography. ,GEOG*3480,,,,"Department of Geography, Environment and",,

GEOG*4690,GEOG,4690,Geography Field Research,F,3,6,1.00,"This course provides an opportunity for senior students to develop skills in the design, implementation and presentation of a field research project. The course involves a field trip of about 10-14 days, either in Canada or abroad. This component of the course takes place between the end of the summer session and the start of classes in the fall semester. Classes during the fall semester focus on the analysis and interpretation of data and incorporate student research seminars. Information on the location and cost of the field research course is available from the department in the winter semester prior to each fall offering. ",12.50 credits,,"Restricted to majors in Environmental Geomatics or Environmental Geoscience and Geomatics, Environmental Governance, Geography",,"Department of Geography, Environment and",,

GEOG*4880,GEOG,4880,Contemporary Geographic Thought,W,3,0,0.50,A critical overview of the evolution and current status of Geography. Particular emphasis will be given to the variety of approaches and convergence and divergence within the discipline. The interaction between human and physical geographers and their approaches to issues and the subject will be analyzed. ,,,Restricted to major honours students in Geography at semester 6 or above.,,"Department of Geography, Environment and",,

GEOG*4990,GEOG,4990,Independent Study in Geography,"S,F,W",0,3,0.50,"The independent study option is designed to provide senior undergraduate students with an opportunity to pursue library or field research under faculty supervision and to prepare a research report. Formal agreement between the student and the faculty supervisor is required, as is approval of the department chair. ",,,"Restricted to majors in Environmental Geomatics (Co-op) or Environmental Geoscience and Geomatics, Environmental Governance,",,"Department of Geography, Environment and",,

GERM*1100,GERM,1100,Introductory German I,"F,W",2,2,0.50,"This is a foundational course in German. Students will attain a basic knowledge of the language and practice all four language skills (listening, speaking, reading and writing). They will also learn about aspects of German culture. This course may not normally be taken by anyone who has Grade 12U German. ",,,,,School of Languages and Literatures,Also offered through Distance Education format.,

GERM*1110,GERM,1110,Introductory German II,W,3,1,0.50,This course provides for an intensification of the four language skills introduced in GERM*1100. Students will attain a grasp of essential grammatical concepts and the ability to converse comfortably in everyday situations. This course may not normally be taken by anyone who has Grade 12U German. ,GERM*1100,,,,School of Languages and Literatures,,

GERM*2010,GERM,2010,Intermediate Language Practice,F,2,0,0.50,This course provides further practice in the four skills and in the application of grammatical concepts.,,GERM*2490,GERM*2500,,School of Languages and Literatures,,

GERM*2490,GERM,2490,Intermediate German,F,4,0,0.50,This course completes the introduction of grammatical concepts. It includes systematic oral and written practice and discussion of texts. ,12U German or GERM*1110,,,,School of Languages and Literatures,,

GERM*3000,GERM,3000,Narratives of Migration,W,2,0,0.50,This course provides a deeper focus and additional examples on the topic of HUMN*3000 as relating to German-speaking countries. It also involves further oral and written practice in the German language. Texts will be read in German. ,GERM*2010 or 2.50 credits in German,HUMN*3000,,,School of Languages and Literatures,Offered in even-numbered years.,

GERM*3020,GERM,3020,Myth and Fairy Tales in Germany,F,1,0,0.50,"The course explores the role of mythology, fairy tales and legends in German literature and culture. Topics may include the formation of a national identity, the allegorical fairy tale and its role in Romanticism, women and the fairy tale, the fairy tale and the socialization of children (incl. Disney), adaptations of mythology in modern literature. Authors may include Goethe, Brothers Grimm, ETA Hoffmann. Lectures and texts are in English. Students registered in GERM*3020 will meet a fourth hour per week to discuss texts in German. This course is offered in conjunction with HUMN*3020. ",GERM*2010 or 2.50 credits in German,HUMN*3020,"GERM*3440, HUMN*3440",,School of Languages and Literatures,Offered in even-numbered years.,

GERM*3150,GERM,3150,Interactive German Language and Culture,W,3,0,0.50,"This course develops German language skills and cultural awareness. Discussions include such topics as Heimat, nation, migration, and study abroad. Students will engage with and reflect on different social and cultural perspectives through interviews, videos, and texts. Online interactions, including with people in and from Germany, form an integral part of the course. ",GERM*2010 or 2.50 credits in GERM,,"GERM*3510, GERM*3540",,School of Languages and Literatures,Offered through Distance Education format only.,

GERM*3470,GERM,3470,Holocaust & WWII in German Lit. & Film,F,1,0,0.50,"This course focuses on texts and films pertaining to World War II and the Holocaust, the development of the thoughts and the language of genocide, and the representation of the Holocaust in literature and films. The objective is to gain an understanding of the ideas and emotions underlying ethnocentrism and anti-Semitism, and to consider artistic responses to the experience of persecution and mass-murder. Lectures and discussions are in English. Students registered in GERM*3470 will meet a fourth hour per week to discuss texts in German. This course is offered in conjunction with HUMN*3470",GERM*2010 or 2.50 credits in GERM,HUMN*3470,,,School of Languages and Literatures,Offered in odd-numbered years.,

GERM*3600,GERM,3600,Directed Readings in German Studies,U,3,0,0.50,A reading course in German literature designed according to the program and interest of the individual student.,,,Instructor consent required.,,School of Languages and Literatures,,

GERM*3700,GERM,3700,Experiential Learning and Language,"S,F,W",0,0,0.50,"This course provides an opportunity for independent study based on an experiential project in German. The project (approximately 70 hours) must be approved by a faculty member in the School of Languages and Literatures. It will include research about experiential learning, a reflective piece of writing and a public oral presentation about the project. ",10.00 credits including 1.50 credits in German.,,A minimum cumulative average of 70% in all German course attempts. Instructor consent required.,,School of Languages and Literatures,,

GERM*4940,GERM,4940,Research Paper in German Studies,U,3,0,0.50,"A reading course on some approved topic in German language or literature, leading to an end-of-term research paper.",,,Instructor consent required.,,School of Languages and Literatures,,

GREK*1100,GREK,1100,Preliminary Greek I,W,3,0,0.50,"This is a beginner course in Greek, providing the fundamentals of structure and idiom. (This course may not be taken by anyone who has 3U Greek). ",,,,,School of Languages and Literatures,,

GREK*1110,GREK,1110,Preliminary Greek II,F,3,0,0.50,A continuation of GREK*1100. ,GREK*1100 or 4U Greek,,,,School of Languages and Literatures,,

GREK*2020,GREK,2020,Greek Language and Culture,W,3,0,0.50,Consolidation of fundamental morphology and syntax acquired in GREK*1100 and GREK*1110. Intensive reading in texts that also illuminate aspects of Greek culture. ,GREK*1110,,,,School of Languages and Literatures,,

HIST*1010,HIST,1010,Early Modern Europe,"S,F,W",3,0,0.50,"This course will deal with the evolution and expansion of European society during the pre-industrial era. Commencing with the Renaissance and Reformation it will survey such themes as the voyages of exploration, the impact of western culture on indigenous societies, the development of commercial capitalism, the transformation of science and technology and the conflict between imperial powers in Europe and overseas. ",,,,,Department of History,Also offered through Distance Education format.,

HIST*1050,HIST,1050,Invitation to History,"F,W",3,0,0.50,"This course introduces students to the basics of the historian's craft, including interpreting primary sources, locating and critically analyzing secondary sources, and writing for history. For more detail on the content of sections consult the History department website. https://www.uoguelph.ca/history",,,This is a Priority Access Course. Enrolment may be restricted to particular programs and specializations during certain periods. Please see the departmental,,Department of History,,

HIST*1150,HIST,1150,The Modern World,"F,W",3,0,0.50,"This course is a survey of the twentieth century, focusing on major events and themes such as: the First and Second World Wars, the Great Depression, the rise and fall of fascism, social movements, revolutions, genocides, decolonization, nationalism, the Cold War, and the rise and decline of American power. The course draws its examples and case studies mainly from regions across the world, with the intention of broadening critical awareness and fostering global citizenship. ",,,,,Department of History,,

HIST*1250,HIST,1250,Science and Technology in a Global Context,"F,W",3,0,0.50,This course is an introduction to the culturally specific ways in which science and technology have developed historically from the ancient period through the twenty-first century. Emphasis will be placed on the patterns in which scientific knowledge and practices have traveled and been constructed across cultures and the interconnected but distinct histories of science and technology. ,,,ASCI*1000,,Department of History,,

HIST*2000,HIST,2000,"The British Isles, 1066-1603",F,3,0,0.50,"A comparative survey of the histories of England, Scotland, Ireland and Wales during the Medieval and Early Modern eras. Stress will be placed upon common themes such as institutional development, warfare and the often violent interaction between the English and the Celtic peoples. ",2.00 credits,,,,Department of History,,

HIST*2020,HIST,2020,Film as History,W,2,1,0.50,"This course will consider film both as a source and as a comment on the past. Topics will vary depending on instructor expertise, and may include film as propaganda, the city in film, film as myth, women and gender in film, film and war. ",2.00 credits,,,,Department of History,,

HIST*2040,HIST,2040,War and Society,W,3,0,0.50,"Concentrating on developments following the introduction of gunpowder, the course will consider the evolution of military strategy and tactics, the impact of technology on warfare, and the relationship between war and civilian populations. ",2.00 credits,,,,Department of History,Also offered through Distance Education format.,

HIST*2070,HIST,2070,World Religions,W,3,0,0.50,"A wide-ranging look at the diverse religions of the world including Hinduism, Buddhism, Judaism, Christianity, and Islam. The course focuses on each faith’s social context and interactions from their beginnings to the present day. ",2.00 credits,,,,Department of History,Offered through Distance Education format only.,

HIST*2090,HIST,2090,Indigenous Peoples of the Americas,W,3,0,0.50,"This course covers selected events and issues in Indigenous history in the Americas, including topics such as origin narratives, self-governance, intertribal contact, transatlantic trade, treaty-making, stages of colonization, Indigenous rights and Indigenous protest movements. Themes may focus on specific regions of the Americas and may be examined through notable Indigenous figures, law and policy, technology, food, material culture, or moments of conflict. ",2.00 credits,,,,Department of History,,

HIST*2100,HIST,2100,Pre-Confederation Canada,F,3,0,0.50,"This course studies selected events and issues in pre-Confederation Canadian history including political, economic, social, and cultural developments. ","2.00 credits, including 0.50 credits in History at the 1000 level",,,,Department of History,,

HIST*2120,HIST,2120,Animals and Society,W,3,0,0.50,"This course provides a historical survey of modern human-animal relationships and the contradictions that characterize them. Topics may include: hunting and sporting, horses and 19th century cities, natural history and the zoo, history of veterinary medicine, 20th century animal sports, the birth of industrial animal agriculture, animals as biotechnology, anti-cruelty movements, petkeeping and consumerism, animal figures in popular culture. The thematic or geographic focus of the course may vary according to the expertise of the instructor. ",2.00 credits,,,,Department of History,Also offered through Distance Education format.,

HIST*2130,HIST,2130,Modern Sport – A Global History,F,3,0,0.50,"Few activities lend themselves more powerfully to global histories of the modern world than sport. Since the mid-late nineteenth century, organized games have become integral parts of mass culture and everyday life around the world, reflecting and sometimes shaping much wider political and socio-economic processes. Encompassing key themes in the history of the modern world – such as race, empire, gender, mass media, and nationalism – this course critically analyzes the development of modern sport from a global perspective. ",2.00 credits,,,,Department of History,Offered in even-numbered years.,

HIST*2160,HIST,2160,9/11 in Historical Perspective,W,3,0,0.50,"This course will explore the history of the moment to understand why 9/11 happened and examine 9/11’s lasting legacy for both the West and the Arab-Muslim world. It will examine how the West was historically perceived in the Arab World, as well as the growth of Islamophobia in the US, Canada and Europe. This course will reflect on the intellectual climate of the US and the Arab world within a historical and political context often neglected, misunderstood, or ignored by proponents of the “clash of civilizations” argument. ",2.00 credits,,,,Department of History,Offered through Distance Education format only. Offered in odd-numbered years.,

HIST*2190,HIST,2190,Celtic Ireland and Britain in the Early Middle Ages,W,3,0,0.50,"This course will explore the Celts of Ireland and Britain from the time of the druids to the post-millennium emergence of literature relating to a king called Arthur. Reflecting on what we know of the Celts, how we know it, and what the term means, the course will examine topics such as the development of kingdoms and elite 'heroic' culture, the spread of Christianity, the law, everyday life and the family, art and literature, and the interaction between the Celts and their neighbours. ",2.00 credits,,,,Department of History,,

HIST*2200,HIST,2200,The Medieval World,F,3,0,0.50,"The major events and developments in Europe, north Africa and Western Asia from the fall of the Roman Empire to 1500 a.d. Emphasis will be placed on the evolution of western Christianity, the rise and expansion of Islam, the emergence of the University, and the growth of literacy and print culture culminating in the humanist movement of the late Middle Ages. ",2.00 credits,,,,Department of History,,

HIST*2220,HIST,2220,Buying and Selling: Consumer Cultures,S,3,0,0.50,"This course explores how the things we buy shape our personal identities and how individuals relate to corporations and advertisers, in the context of the emergence of modern consumer society from the 18th century to the present. It critically examines the shift from home-production economies to mass production. Examining how developments such as department stores, product branding, modern advertising, urbanization, and suburbanization have shaped society, politics, and the economy, the course provides a historical context for contemporary debates about consumer culture. ",2.00 credits,,,,Department of History,Also offered through Distance Education format.,

HIST*2240,HIST,2240,"Women, War and Nation",F,3,0,0.50,"This course is a survey of the inter-connected nature of gender constructs, nation-states and violence in history, primarily focused on the nineteenth and twentieth centuries. The course proceeds in a roughly chronological order, examining individuals, nations, revolutions, and wars across the globe. We engage in individual and comparative studies to question the gendered origins and effects of nationalism and violence in history – and their continuing relevance. ",2.00 credits,,,,Department of History,,

HIST*2250,HIST,2250,Environment and History,W,3,0,0.50,"An introduction to the field of environmental history - its nature and uses. This course provides a historical perspective to environmental issues. It examines the causes and impact of human-induced modification of the natural world in selected areas of the globe, the evolution of attitudes and ideas about the natural world over time and the growth of conservation/environmental issues and movements. ",2.00 credits,,,,Department of History,Also offered through Distance Education format.,

HIST*2260,HIST,2260,Religion and Society,W,3,0,0.50,This course surveys the major trends in religious beliefs and practices and their social impact since the Reformation. The focus of the course is on the British Isles and North America with some discussion of developments in Continental Europe. ,2.00 credits,,,,Department of History,Offered through Distance Education format only.,

HIST*2280,HIST,2280,Hockey in Canadian History,S,3,0,0.50,"Hockey provides a valuable prism through which major cultural, socio-economic and even political developments within Canada can be reflected. This course reviews the considerable role that hockey has played in Canada’s post-Confederation history. From the late nineteenth century and throughout the twentieth century, hockey has helped to inform the nation’s sense of self and has also reflected prevailing social attitudes and cultural values within Canada. ",2.00 credits,,,,Department of History,Offered through Distance Education format only.,

HIST*2300,HIST,2300,The United States Since 1776,F,3,0,0.50,"This course provides a survey of United States history from the Revolutionary period to the present. Course lectures, readings and assignments ask students to interrogate broadly the social, cultural, economic and political changes and continuities in America, as well as the nation's emergence as a superpower. ",2.00 credits,,"HIST*2150, HIST*2650",,Department of History,,

HIST*2340,HIST,2340,"Slavery and Migrations in the Atlantic World, 1500-1850",W,3,0,0.50,"The course will deal with the forced migration of Africans resulting from the Atlantic slave trade and the indentured labor migration of Indians to the Caribbean Isles, the latter which was associated with the demise of the slave trade and slavery. Issues to examine will include a comparison of forces internal and external to Africa and India productive of the exodus, the nature of diaspora communities established by the both set of migrants, and the socio-political and economic dynamics involved in their establishment as citizens of their new societies during the period. ",2.00 credits,,,,Department of History,,

HIST*2450,HIST,2450,The Practising Historian,F,3,0,0.50,"This course is designed to acquaint students with the development of historical writing, the interpretive problems surrounding the study of history, and the methods employed by historians. ","2.00 credits, including 0.50 credits in History at the 1000 level",,,,Department of History,,

HIST*2500,HIST,2500,Britain Since 1603,U,3,0,0.50,This course will survey the history of England and the Celtic Regions of the British Isles from the close of the Tudor period up to the mid-20th century. Emphasis will be placed on social and economic development before and after the Industrial Revolution as well as on those political and military challenges which have characterized Britain's status as a global power in the modern era. ,2.00 credits,,,,Department of History,,

HIST*2510,HIST,2510,Modern Europe Since 1789,F,3,0,0.50,"This course will deal with the emergence of modern European society as the result of socio-economic and consequent political changes from the French Revolution, through the World Wars, to the collapse of communism and the formation of the European Union. ",2.00 credits,,,,Department of History,,

HIST*2600,HIST,2600,Post-Confederation Canada,W,3,0,0.50,"This course is a study of selected events and issues in post-Confederation Canadian history including political, economic, social, and cultural developments. ","2.00 credits, including 0.50 credits in History at the 1000 level",,,,Department of History,,

HIST*2820,HIST,2820,Modern France Since 1750,U,3,0,0.50,"This course is a survey of French history from the beginning of modernization in the 18th century to the challenges of the late 20th century. Topics will include the Revolution, the Napoleonic period, social and political transformation in the 19th century, the Great War, the defeat of 1940 and Vichy, and the remarkable changes in French life since the Second World War. ",2.00 credits,,,,Department of History,,

HIST*2850,HIST,2850,Ancient Greece and Rome,W,3,0,0.50,The history of the Mediterranean World from prehistoric Greece through Classical Greece and Rome to the legalization of Christianity in the Roman Empire in the 4th century will be covered in this course. ,2.00 credits,,,,Department of History,,

HIST*2890,HIST,2890,Early Islamic World,F,3,0,0.50,"This course is an introduction to the history of Islam. The course will consider the founding of Islam, and its global diffusion, from the seventh to the fourteenth centuries. ",2.00 credits,,,,Department of History,,

HIST*2910,HIST,2910,Modern Asia,W,3,0,0.50,"An introduction to the histories and cultures of Asia since 1750. This course will consider the evolution of Asian religions, cultural identities, concepts of state and of society in the modern era. ",2.00 credits,,,,Department of History,,

HIST*2920,HIST,2920,Republican Latin America,W,3,0,0.50,This course will study selected themes in the history of Latin American republics from the independence period to the modern era. ,2.00 credits,,,,Department of History,,

HIST*2930,HIST,2930,Women and Cultural Change,F,3,0,0.50,"Using gender and ethnicity as the main categories of analysis, this course examines the history of women within one global geographical region such as Asia, South America and the Caribbean or North America. The roles women have played in political, economic and private life will be emphasized. ",2.00 credits,,,,Department of History,,

HIST*3020,HIST,3020,Sexuality and Gender in History,F,3,0,0.50,"This course provides an introduction to the issues of sexuality and gender within history. The course will enable students to develop an understanding of how issues of masculinity, femininity, and sexuality were developed and defined across cultures. The chronological and geographic focus of the course may vary according to the interests and expertise of the instructor. ",7.50 credits including 1.00 credits in History,,,,Department of History,,

HIST*3070,HIST,3070,Modern India,W,3,0,0.50,"This course studies the history of modern India from 1757 to the present day. Topics include: European and British imperialism in India, Indian reactions to imperialism, socio-religious movements, the birth of nationalism and the nation-state in India, civil society and social issues in a developing nation, regionalism, foreign policy and India's place in the 21st century. ",7.50 credits,,,,Department of History,,

HIST*3080,HIST,3080,United States in the World,F,3,0,0.50,"This course is a study of the United States as a global phenomenon. Thematic topics will go beyond foreign policy and military history to include imperialism, immigration, globalization, race, gender, ethnicity, consumption, tourism, and international cultural industries. ",7.50 credits,,,,Department of History,,

HIST*3130,HIST,3130,"Popular Culture and Punishment, 1700-1900","S,F",3,0,0.50,"The course will survey the social, political and intellectual influences upon the leisure activities of Europeans and Americans in the period with special reference to institutions such as the prison, the asylum, the reformatory and the regulation of popular culture and leisure activities. Witchcraft and the witch-hunt will be discussed. ",7.50 credits including (HIST*1010 or SOC*1500),,,,Department of History,Also offered through Distance Education format.,

